Account,As_of_date,Company,AU,Currency,Primary Account,Secondary Account,GL Balance,ihub balnce,Balance Difference,Match Status,Comments,Anomaly
1619288,05-12-2025,10001,1234,USD,All Other Loans,Defferre Org Fees,325000.00,121000.00,-204000.00,Match,inline with previous balance,
1619288,30-12-2025,10001,1234,USD,All Other Loans,Principal,326400.00,121500.00,-204900.00,Break,inconsistane variations,
1619288,24-01-2020,10001,1234,USD,All Other Loans,Principal,327800.00,122000.00,-205800.00,Match,consistannt increase or decrese,
1619288,18-02-2020,10001,1234,USD,All Other Loans,Defferred Costs,329200.00,122500.00,-206700.00,Break,normal,
1619288,15-03-2020,10001,1234,USD,All Other Loans,Defferre Org Fees,330600.00,123000.00,-207600.00,Match,huge spike,
1619288,09-04-2020,10001,1234,USD,All Other Loans,Principal,332000.00,123500.00,-208500.00,Break,inline with previous balance,
1619288,04-05-2020,10001,1234,USD,All Other Loans,Principal,333400.00,124000.00,-209400.00,Match,inconsistane variations,
1619288,29-05-2020,10001,1234,USD,All Other Loans,Defferred Costs,334800.00,124500.00,-210300.00,Break,consistannt increase or decrese,
1619288,23-06-2020,10001,1234,USD,All Other Loans,Defferre Org Fees,336200.00,125000.00,-211200.00,Match,normal,
1619288,18-07-2020,10001,1234,USD,All Other Loans,Principal,337600.00,125500.00,-212100.00,Break,huge spike,
1619288,12-08-2020,10001,1234,USD,All Other Loans,Principal,339000.00,126000.00,-213000.00,Match,inline with previous balance,
1619288,06-09-2020,10001,1234,USD,All Other Loans,Defferred Costs,340400.00,126500.00,-213900.00,Break,inconsistane variations,
1619288,01-10-2020,10001,1234,USD,All Other Loans,Defferre Org Fees,341800.00,127000.00,-214800.00,Match,consistannt increase or decrese,
1619288,26-10-2020,10001,1234,USD,All Other Loans,Principal,343200.00,127500.00,-215700.00,Break,normal,
1619288,20-11-2020,10001,1234,USD,All Other Loans,Principal,344600.00,128000.00,-216600.00,Match,huge spike,
1619288,15-12-2020,10001,1234,USD,All Other Loans,Defferred Costs,346000.00,128500.00,-217500.00,Break,inline with previous balance,
1619288,09-01-2021,10001,1234,USD,All Other Loans,Defferre Org Fees,347400.00,129000.00,-218400.00,Match,inconsistane variations,
1619288,03-02-2021,10001,1234,USD,All Other Loans,Principal,348800.00,129500.00,-219300.00,Break,consistannt increase or decrese,
1619288,28-02-2021,10001,1234,USD,All Other Loans,Principal,350200.00,130000.00,-220200.00,Match,normal,
1619288,25-03-2021,10001,1234,USD,All Other Loans,Defferred Costs,351600.00,130500.00,-221100.00,Break,huge spike,
1619288,19-04-2021,10001,1234,USD,All Other Loans,Defferre Org Fees,353000.00,131000.00,-222000.00,Match,inline with previous balance,
1619288,14-05-2021,10001,1234,USD,All Other Loans,Principal,354400.00,131500.00,-222900.00,Break,inconsistane variations,
1619288,08-06-2021,10001,1234,USD,All Other Loans,Principal,355800.00,132000.00,-223800.00,Match,consistannt increase or decrese,
1619288,03-07-2021,10001,1234,USD,All Other Loans,Defferred Costs,357200.00,132500.00,-224700.00,Break,normal,
1619288,28-07-2021,10001,1234,USD,All Other Loans,Defferre Org Fees,358600.00,133000.00,-225600.00,Match,huge spike,
1619288,22-08-2021,10001,1234,USD,All Other Loans,Principal,360000.00,133500.00,-226500.00,Break,inline with previous balance,
1619288,16-09-2021,10001,1234,USD,All Other Loans,Principal,361400.00,134000.00,-227400.00,Match,inconsistane variations,
1619288,11-10-2021,10001,1234,USD,All Other Loans,Defferred Costs,362800.00,134500.00,-228300.00,Break,consistannt increase or decrese,
1619288,05-11-2021,10001,1234,USD,All Other Loans,Defferre Org Fees,364200.00,135000.00,-229200.00,Match,normal,
1619288,30-11-2021,10001,1234,USD,All Other Loans,Principal,365600.00,135500.00,-230100.00,Break,huge spike,
1619288,25-12-2021,10001,1234,USD,All Other Loans,Principal,367000.00,136000.00,-231000.00,Match,inline with previous balance,
1619288,19-01-2021,10001,1234,USD,All Other Loans,Defferred Costs,368400.00,136500.00,-231900.00,Break,inconsistane variations,
1619288,13-02-2021,10001,1234,USD,All Other Loans,Defferre Org Fees,369800.00,137000.00,-232800.00,Match,consistannt increase or decrese,
1619288,10-03-2021,10001,1234,USD,All Other Loans,Principal,371200.00,137500.00,-233700.00,Break,normal,
1619288,04-04-2021,10001,1234,USD,All Other Loans,Principal,372600.00,138000.00,-234600.00,Match,huge spike,
1619288,29-04-2021,10001,1234,USD,All Other Loans,Defferred Costs,374000.00,138500.00,-235500.00,Break,inline with previous balance,
1619288,24-05-2021,10001,1234,USD,All Other Loans,Defferre Org Fees,375400.00,139000.00,-236400.00,Match,inconsistane variations,
1619288,18-06-2021,10001,1234,USD,All Other Loans,Principal,376800.00,139500.00,-237300.00,Break,consistannt increase or decrese,
1619288,13-07-2021,10001,1234,USD,All Other Loans,Principal,378200.00,140000.00,-238200.00,Match,normal,
1619288,07-08-2021,10001,1234,USD,All Other Loans,Defferred Costs,379600.00,140500.00,-239100.00,Break,huge spike,
1619288,01-09-2021,10001,1234,USD,All Other Loans,Defferre Org Fees,381000.00,141000.00,-240000.00,Match,inline with previous balance,
1619288,26-09-2021,10001,1234,USD,All Other Loans,Principal,382400.00,141500.00,-240900.00,Break,inconsistane variations,
1619288,21-10-2021,10001,1234,USD,All Other Loans,Principal,383800.00,142000.00,-241800.00,Match,consistannt increase or decrese,
1619288,15-11-2021,10001,1234,USD,All Other Loans,Defferred Costs,385200.00,142500.00,-242700.00,Break,normal,
1619288,10-12-2021,10001,1234,USD,All Other Loans,Defferre Org Fees,386600.00,143000.00,-243600.00,Match,huge spike,
1619288,04-01-2022,10001,1234,USD,All Other Loans,Principal,388000.00,143500.00,-244500.00,Break,inline with previous balance,
1619288,29-01-2022,10001,1234,USD,All Other Loans,Principal,389400.00,144000.00,-245400.00,Match,inconsistane variations,
1619288,23-02-2022,10001,1234,USD,All Other Loans,Defferred Costs,390800.00,144500.00,-246300.00,Break,consistannt increase or decrese,
1619288,19-03-2022,10001,1234,USD,All Other Loans,Defferre Org Fees,392200.00,145000.00,-247200.00,Match,normal,
1619288,13-04-2022,10001,1234,USD,All Other Loans,Principal,393600.00,145500.00,-248100.00,Break,huge spike,
1619288,08-05-2022,10001,1234,USD,All Other Loans,Principal,395000.00,146000.00,-249000.00,Match,inline with previous balance,
1619288,02-06-2022,10001,1234,USD,All Other Loans,Defferred Costs,396400.00,146500.00,-249900.00,Break,inconsistane variations,
1619288,27-06-2022,10001,1234,USD,All Other Loans,Defferre Org Fees,397800.00,147000.00,-250800.00,Match,consistannt increase or decrese,
1619288,22-07-2022,10001,1234,USD,All Other Loans,Principal,399200.00,147500.00,-251700.00,Break,normal,
1619288,16-08-2022,10001,1234,USD,All Other Loans,Principal,400600.00,148000.00,-252600.00,Match,huge spike,
1619288,10-09-2022,10001,1234,USD,All Other Loans,Defferred Costs,402000.00,148500.00,-253500.00,Break,inline with previous balance,
1619288,05-10-2022,10001,1234,USD,All Other Loans,Defferre Org Fees,403400.00,149000.00,-254400.00,Match,inconsistane variations,
1619288,30-10-2022,10001,1234,USD,All Other Loans,Principal,404800.00,149500.00,-255300.00,Break,consistannt increase or decrese,
1619288,24-11-2022,10001,1234,USD,All Other Loans,Principal,406200.00,150000.00,-256200.00,Match,normal,
1619288,19-12-2022,10001,1234,USD,All Other Loans,Defferred Costs,407600.00,150500.00,-257100.00,Break,huge spike,
1619288,13-01-2023,10001,1234,USD,All Other Loans,Defferre Org Fees,409000.00,151000.00,-258000.00,Match,inline with previous balance,
1619288,07-02-2023,10001,1234,USD,All Other Loans,Principal,410400.00,151500.00,-258900.00,Break,inconsistane variations,
1619288,04-03-2023,10001,1234,USD,All Other Loans,Principal,411800.00,152000.00,-259800.00,Match,consistannt increase or decrese,
1619288,29-03-2023,10001,1234,USD,All Other Loans,Defferred Costs,413200.00,152500.00,-260700.00,Break,normal,
1619288,23-04-2023,10001,1234,USD,All Other Loans,Defferre Org Fees,414600.00,153000.00,-261600.00,Match,huge spike,
1619288,18-05-2023,10001,1234,USD,All Other Loans,Principal,416000.00,153500.00,-262500.00,Break,inline with previous balance,
1619288,12-06-2023,10001,1234,USD,All Other Loans,Principal,417400.00,154000.00,-263400.00,Match,inconsistane variations,
1619288,07-07-2023,10001,1234,USD,All Other Loans,Defferred Costs,418800.00,154500.00,-264300.00,Break,consistannt increase or decrese,
1619288,01-08-2023,10001,1234,USD,All Other Loans,Defferre Org Fees,420200.00,155000.00,-265200.00,Match,normal,
1619288,26-08-2023,10001,1234,USD,All Other Loans,Principal,421600.00,155500.00,-266100.00,Break,huge spike,
1619288,20-09-2023,10001,1234,USD,All Other Loans,Principal,423000.00,156000.00,-267000.00,Match,inline with previous balance,
1619288,15-10-2023,10001,1234,USD,All Other Loans,Defferred Costs,424400.00,156500.00,-267900.00,Break,inconsistane variations,
1619288,09-11-2023,10001,1234,USD,All Other Loans,Defferre Org Fees,425800.00,157000.00,-268800.00,Match,consistannt increase or decrese,
1619288,04-12-2023,10001,1234,USD,All Other Loans,Principal,427200.00,157500.00,-269700.00,Break,normal,
1619288,29-12-2023,10001,1234,USD,All Other Loans,Principal,428600.00,158000.00,-270600.00,Match,huge spike,
1619288,23-01-2024,10001,1234,USD,All Other Loans,Defferred Costs,430000.00,158500.00,-271500.00,Break,inline with previous balance,
1619288,17-02-2024,10001,1234,USD,All Other Loans,Defferre Org Fees,431400.00,159000.00,-272400.00,Match,inconsistane variations,
1619288,14-03-2024,10001,1234,USD,All Other Loans,Principal,432800.00,159500.00,-273300.00,Break,consistannt increase or decrese,
1619288,08-04-2024,10001,1234,USD,All Other Loans,Principal,434200.00,160000.00,-274200.00,Match,normal,
1619288,03-05-2024,10001,1234,USD,All Other Loans,Defferred Costs,435600.00,160500.00,-275100.00,Break,huge spike,
1619288,28-05-2024,10001,1234,USD,All Other Loans,Defferre Org Fees,437000.00,161000.00,-276000.00,Match,inline with previous balance,
1619288,22-06-2024,10001,1234,USD,All Other Loans,Principal,438400.00,161500.00,-276900.00,Break,inconsistane variations,
1619288,17-07-2024,10001,1234,USD,All Other Loans,Principal,439800.00,162000.00,-277800.00,Match,consistannt increase or decrese,
1619288,11-08-2024,10001,1234,USD,All Other Loans,Defferred Costs,441200.00,162500.00,-278700.00,Break,normal,
1619288,05-09-2024,10001,1234,USD,All Other Loans,Defferre Org Fees,442600.00,163000.00,-279600.00,Match,huge spike,
1619288,30-09-2024,10001,1234,USD,All Other Loans,Principal,444000.00,163500.00,-280500.00,Break,inline with previous balance,
1619288,25-10-2024,10001,1234,USD,All Other Loans,Principal,445400.00,164000.00,-281400.00,Match,inconsistane variations,
1619288,19-11-2024,10001,1234,USD,All Other Loans,Defferred Costs,446800.00,164500.00,-282300.00,Break,consistannt increase or decrese,
1619288,14-12-2024,10001,1234,USD,All Other Loans,Defferre Org Fees,448200.00,165000.00,-283200.00,Match,normal,
1619288,08-01-2024,10001,1234,USD,All Other Loans,Principal,449600.00,165500.00,-284100.00,Break,huge spike,
1619288,02-02-2024,10001,1234,USD,All Other Loans,Principal,451000.00,166000.00,-285000.00,Match,inline with previous balance,
1619288,27-02-2024,10001,1234,USD,All Other Loans,Defferred Costs,452400.00,166500.00,-285900.00,Break,inconsistane variations,
1619288,24-03-2024,10001,1234,USD,All Other Loans,Defferre Org Fees,453800.00,167000.00,-286800.00,Match,consistannt increase or decrese,
1619288,18-04-2024,10001,1234,USD,All Other Loans,Principal,455200.00,167500.00,-287700.00,Break,normal,
1619288,13-05-2024,10001,1234,USD,All Other Loans,Principal,456600.00,168000.00,-288600.00,Match,huge spike,
1619288,07-06-2024,10001,1234,USD,All Other Loans,Defferred Costs,458000.00,168500.00,-289500.00,Break,inline with previous balance,
1619288,02-07-2024,10001,1234,USD,All Other Loans,Defferre Org Fees,459400.00,169000.00,-290400.00,Match,inconsistane variations,
1619288,27-07-2024,10001,1234,USD,All Other Loans,Principal,460800.00,169500.00,-291300.00,Break,consistannt increase or decrese,
1618001,21-01-2020,10001,1234,USD,All Other Loans,Principal,462200.00,170000.00,-292200.00,Match,normal,
1618001,01-02-2020,10001,1234,USD,All Other Loans,Defferred Costs,463600.00,170500.00,-293100.00,Break,huge spike,
1618001,12-02-2020,10001,1234,USD,All Other Loans,Defferre Org Fees,465000.00,171000.00,-294000.00,Match,inline with previous balance,
1618001,23-02-2020,10001,1234,USD,All Other Loans,Principal,466400.00,171500.00,-294900.00,Break,inconsistane variations,
1618001,05-03-2020,10001,1234,USD,All Other Loans,Principal,467800.00,172000.00,-295800.00,Match,consistannt increase or decrese,
1618001,16-03-2020,10001,1234,USD,All Other Loans,Defferred Costs,469200.00,172500.00,-296700.00,Break,normal,
1618001,27-03-2020,10001,1234,USD,All Other Loans,Defferre Org Fees,470600.00,173000.00,-297600.00,Match,huge spike,
1618001,07-04-2020,10001,1234,USD,All Other Loans,Principal,472000.00,173500.00,-298500.00,Break,inline with previous balance,
1618001,18-04-2020,10001,1234,USD,All Other Loans,Principal,473400.00,174000.00,-299400.00,Match,inconsistane variations,
1618001,29-04-2020,10001,1234,USD,All Other Loans,Defferred Costs,474800.00,174500.00,-300300.00,Break,consistannt increase or decrese,
1618001,10-05-2020,10001,1234,USD,All Other Loans,Defferre Org Fees,476200.00,175000.00,-301200.00,Match,normal,
1618001,21-05-2020,10001,1234,USD,All Other Loans,Principal,477600.00,175500.00,-302100.00,Break,huge spike,
1618001,01-06-2020,10001,1234,USD,All Other Loans,Principal,479000.00,176000.00,-303000.00,Match,inline with previous balance,
1618001,12-06-2020,10001,1234,USD,All Other Loans,Defferred Costs,480400.00,176500.00,-303900.00,Break,inconsistane variations,
1618001,23-06-2020,10001,1234,USD,All Other Loans,Defferre Org Fees,481800.00,177000.00,-304800.00,Match,consistannt increase or decrese,
1618001,04-07-2020,10001,1234,USD,All Other Loans,Principal,483200.00,177500.00,-305700.00,Break,normal,
1618001,15-07-2020,10001,1234,USD,All Other Loans,Principal,484600.00,178000.00,-306600.00,Match,huge spike,
1618001,26-07-2020,10001,1234,USD,All Other Loans,Defferred Costs,486000.00,178500.00,-307500.00,Break,inline with previous balance,
1618001,06-08-2020,10001,1234,USD,All Other Loans,Defferre Org Fees,487400.00,179000.00,-308400.00,Match,inconsistane variations,
1618001,17-08-2020,10001,1234,USD,All Other Loans,Principal,488800.00,179500.00,-309300.00,Break,consistannt increase or decrese,
1618001,28-08-2020,10001,1234,USD,All Other Loans,Principal,490200.00,180000.00,-310200.00,Match,normal,
1618001,08-09-2020,10001,1234,USD,All Other Loans,Defferred Costs,491600.00,180500.00,-311100.00,Break,huge spike,
1618001,19-09-2020,10001,1234,USD,All Other Loans,Defferre Org Fees,493000.00,181000.00,-312000.00,Match,inline with previous balance,
1618001,30-09-2020,10001,1234,USD,All Other Loans,Principal,494400.00,181500.00,-312900.00,Break,inconsistane variations,
1618001,11-10-2020,10001,1234,USD,All Other Loans,Principal,495800.00,182000.00,-313800.00,Match,consistannt increase or decrese,
1618001,22-10-2020,10001,1234,USD,All Other Loans,Defferred Costs,497200.00,182500.00,-314700.00,Break,normal,
1618001,02-11-2020,10001,1234,USD,All Other Loans,Defferre Org Fees,498600.00,183000.00,-315600.00,Match,huge spike,
1618001,13-11-2020,10001,1234,USD,All Other Loans,Principal,500000.00,183500.00,-316500.00,Break,inline with previous balance,
1618001,24-11-2020,10001,1234,USD,All Other Loans,Principal,501400.00,184000.00,-317400.00,Match,inconsistane variations,
1618001,05-12-2020,10001,1234,USD,All Other Loans,Defferred Costs,502800.00,184500.00,-318300.00,Break,consistannt increase or decrese,
1618001,16-12-2020,10001,1234,USD,All Other Loans,Defferre Org Fees,504200.00,185000.00,-319200.00,Match,normal,
1618001,27-12-2020,10001,1234,USD,All Other Loans,Principal,505600.00,185500.00,-320100.00,Break,huge spike,
1618001,07-01-2021,10001,1234,USD,All Other Loans,Principal,507000.00,186000.00,-321000.00,Match,inline with previous balance,
1618001,18-01-2021,10001,1234,USD,All Other Loans,Defferred Costs,508400.00,186500.00,-321900.00,Break,inconsistane variations,
1618001,29-01-2021,10001,1234,USD,All Other Loans,Defferre Org Fees,509800.00,187000.00,-322800.00,Match,consistannt increase or decrese,
1618001,09-02-2021,10001,1234,USD,All Other Loans,Principal,511200.00,187500.00,-323700.00,Break,normal,
1618001,20-02-2021,10001,1234,USD,All Other Loans,Principal,512600.00,188000.00,-324600.00,Match,huge spike,
1618001,03-03-2021,10001,1234,USD,All Other Loans,Defferred Costs,514000.00,188500.00,-325500.00,Break,inline with previous balance,
1618001,14-03-2021,10001,1234,USD,All Other Loans,Defferre Org Fees,515400.00,189000.00,-326400.00,Match,inconsistane variations,
1618001,25-03-2021,10001,1234,USD,All Other Loans,Principal,516800.00,189500.00,-327300.00,Break,consistannt increase or decrese,
1618001,05-04-2021,10001,1234,USD,All Other Loans,Principal,518200.00,190000.00,-328200.00,Match,normal,
